City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,current Description
266,Tricase,39.9304,18.3553,89.31,45,4,2.35,IT,2021-08-07 15:07:24,clear sky
267,Taoyuan,32.2972,120.6167,74.73,86,60,5.53,CN,2021-08-07 15:07:24,broken clouds
268,Klang,3.0333,101.45,82.53,86,98,4.41,MY,2021-08-07 15:07:25,overcast clouds
269,Anderson,34.5334,-82.6499,84.16,74,40,1.99,US,2021-08-07 15:03:29,scattered clouds
270,Trincomalee,8.5711,81.2335,82.98,74,90,16.06,LK,2021-08-07 15:07:25,overcast clouds
271,San Quintin,30.4833,-115.95,68.22,82,25,2.75,MX,2021-08-07 15:07:26,scattered clouds
272,Saint George,37.1041,-113.5841,75.67,18,1,3.44,US,2021-08-07 15:02:29,clear sky
273,Nanakuli,21.3906,-158.1547,76.95,66,1,4.61,US,2021-08-07 15:07:26,clear sky
274,Benguela,-12.5763,13.4055,76.39,71,23,8.01,AO,2021-08-07 15:07:27,few clouds
275,Kalabo,-14.97,22.6814,86.81,8,0,7.43,ZM,2021-08-07 15:07:27,clear sky
276,Izazi,-7.2,35.7333,82.0,36,81,10.94,TZ,2021-08-07 15:07:27,broken clouds
277,Codo,-4.4553,-43.8856,92.32,32,5,7.9,BR,2021-08-07 15:07:28,clear sky
278,Oksbol,55.6268,8.2876,66.9,72,30,12.59,DK,2021-08-07 15:07:28,scattered clouds
279,Luderitz,-26.6481,15.1594,66.27,47,2,4.72,NA,2021-08-07 15:07:29,clear sky
280,Ocampo,21.65,-101.5,61.77,74,62,6.67,MX,2021-08-07 15:07:29,broken clouds
281,Talara,-4.5772,-81.2719,66.96,72,90,21.85,PE,2021-08-07 15:07:29,overcast clouds
282,Navalmoral De La Mata,39.8916,-5.5406,86.95,16,13,15.93,ES,2021-08-07 15:07:29,few clouds
283,Jacareacanga,-6.2222,-57.7528,95.83,23,4,3.8,BR,2021-08-07 15:07:30,clear sky
284,Sistranda,63.7256,8.834,73.36,52,100,24.4,NO,2021-08-07 15:07:30,overcast clouds
285,Takaka,-40.85,172.8,47.55,82,30,6.13,NZ,2021-08-07 15:07:31,scattered clouds
286,Muros,42.7762,-9.0603,73.99,73,2,11.39,ES,2021-08-07 15:07:31,clear sky
287,Kochubey,44.3861,46.5825,90.48,42,0,23.78,RU,2021-08-07 15:07:31,clear sky
288,West Wendover,40.7391,-114.0733,65.41,42,1,9.22,US,2021-08-07 15:07:32,clear sky
289,Saint-Joseph,-21.3667,55.6167,70.18,75,63,10.67,RE,2021-08-07 15:07:32,broken clouds
290,Evensk,61.95,159.2333,55.31,86,100,13.4,RU,2021-08-07 15:07:32,overcast clouds
291,Pasighat,28.0667,95.3333,79.7,96,72,1.39,IN,2021-08-07 15:07:33,broken clouds
292,Rundu,-17.9333,19.7667,84.94,8,0,9.89,NA,2021-08-07 15:07:33,clear sky
293,Turukhansk,65.8167,87.9833,67.44,57,62,5.86,RU,2021-08-07 15:07:33,broken clouds
294,Chumikan,54.7183,135.315,51.37,92,99,17.83,RU,2021-08-07 15:07:34,overcast clouds
295,Cairns,-16.9167,145.7667,67.1,94,90,10.36,AU,2021-08-07 15:07:34,light intensity shower rain
296,Ust-Kishert,57.3654,57.2495,62.44,61,53,9.4,RU,2021-08-07 15:07:34,broken clouds
297,Anadyr,64.75,177.4833,37.9,93,0,2.24,RU,2021-08-07 15:07:35,clear sky
298,Kaspiysk,42.8816,47.6392,86.18,62,0,15.66,RU,2021-08-07 15:07:35,clear sky
299,Konstantinovo,54.6628,29.2699,61.25,79,100,10.87,BY,2021-08-07 15:07:35,overcast clouds
300,Nanortalik,60.1432,-45.2371,48.31,77,100,16.55,GL,2021-08-07 15:07:36,overcast clouds
301,Vao,-22.6667,167.4833,67.51,61,100,9.37,NC,2021-08-07 15:07:36,overcast clouds
302,Erzin,36.9559,36.2,90.32,61,1,8.79,TR,2021-08-07 15:07:36,clear sky
303,Piedras Negras,28.7,-100.5167,82.27,80,75,9.22,MX,2021-08-07 15:07:37,broken clouds
304,Nouadhibou,20.931,-17.0347,69.08,90,0,11.45,MR,2021-08-07 15:07:37,clear sky
305,Noumea,-22.2763,166.4572,58.98,70,100,4.36,NC,2021-08-07 15:07:30,overcast clouds
306,Yinchuan,38.4681,106.2731,79.21,40,100,3.51,CN,2021-08-07 15:07:38,moderate rain
307,Basugaon,26.4667,90.4,80.83,86,98,0.98,IN,2021-08-07 15:07:38,overcast clouds
308,Rawson,-43.3002,-65.1023,51.35,32,0,28.97,AR,2021-08-07 15:07:38,clear sky
309,Chimbote,-9.0853,-78.5783,66.2,78,92,8.32,PE,2021-08-07 15:07:39,overcast clouds
310,Urengoy,65.9667,78.3667,69.28,53,3,5.99,RU,2021-08-07 15:07:39,clear sky
311,Port Hardy,50.6996,-127.4199,57.38,100,90,4.61,CA,2021-08-07 15:03:23,light rain
312,Nhlangano,-27.1167,31.2,64.89,38,2,9.48,SZ,2021-08-07 15:07:40,clear sky
313,Alta Floresta,-9.8756,-56.0861,93.96,20,30,6.93,BR,2021-08-07 15:07:40,scattered clouds
314,Hukuntsi,-24.0,21.75,80.98,9,7,2.06,BW,2021-08-07 15:07:40,clear sky
315,Cabedelo,-6.9811,-34.8339,84.87,74,98,21.0,BR,2021-08-07 15:07:41,overcast clouds
316,Ambilobe,-13.2,49.05,72.99,75,44,4.09,MG,2021-08-07 15:07:41,light rain
317,San Luis,-33.295,-66.3356,64.81,34,0,12.41,AR,2021-08-07 15:07:41,clear sky
318,Sucre,-19.0333,-65.2627,61.38,28,1,3.22,BO,2021-08-07 15:07:42,clear sky
319,Korla,41.7597,86.1469,84.51,27,6,7.92,CN,2021-08-07 15:07:42,clear sky
320,Marawi,7.9986,124.2928,70.65,92,93,1.66,PH,2021-08-07 15:07:42,light rain
321,Katghora,22.5,82.55,81.19,79,98,2.39,IN,2021-08-07 15:07:43,overcast clouds
322,Merauke,-8.4667,140.3333,74.03,80,84,12.97,ID,2021-08-07 15:07:43,broken clouds
323,Skjervoy,70.0311,20.9714,55.29,81,57,3.38,NO,2021-08-07 15:07:43,broken clouds
324,Ust-Tsilma,65.441,52.1498,58.21,64,100,4.72,RU,2021-08-07 15:07:44,overcast clouds
325,Ternate,0.8,127.4,78.24,86,100,8.95,ID,2021-08-07 15:07:44,light rain
326,Hayden,47.766,-116.7866,69.96,63,1,8.05,US,2021-08-07 15:05:11,clear sky
327,Sokoni,-6.4333,39.55,75.87,74,64,12.33,TZ,2021-08-07 15:07:45,broken clouds
328,Bollnas,61.3482,16.3946,69.13,68,99,12.5,SE,2021-08-07 15:07:45,overcast clouds
329,Bubaque,11.2833,-15.8333,80.26,74,52,13.11,GW,2021-08-07 15:07:46,broken clouds
330,Almirante Tamandare,-25.3247,-49.31,65.62,56,97,4.21,BR,2021-08-07 15:07:46,overcast clouds
331,Souillac,-20.5167,57.5167,69.37,72,12,12.3,MU,2021-08-07 15:07:46,few clouds
332,Marienburg,54.0359,19.0266,76.87,53,72,3.06,PL,2021-08-07 15:07:47,broken clouds
333,Humaita,-7.5061,-63.0208,97.66,20,0,3.27,BR,2021-08-07 15:07:47,clear sky
334,Takoradi,4.8845,-1.7554,80.89,69,92,15.1,GH,2021-08-07 15:07:47,overcast clouds
335,Kandalaksha,67.162,32.4123,64.72,59,31,4.59,RU,2021-08-07 15:07:48,scattered clouds
336,Sur,22.5667,59.5289,92.89,52,100,10.69,OM,2021-08-07 15:07:48,overcast clouds
337,Karabulak,43.3036,44.8964,91.96,33,3,1.63,RU,2021-08-07 15:07:48,clear sky
338,San Cristobal,7.7669,-72.225,80.78,48,68,5.84,VE,2021-08-07 15:07:49,broken clouds
339,Manuk Mangkaw,4.8,119.85,84.56,74,100,10.76,PH,2021-08-07 15:07:49,overcast clouds
340,San Carlos,9.6612,-68.5827,84.63,62,14,3.8,VE,2021-08-07 15:07:49,few clouds
341,Awjilah,29.1081,21.2869,106.84,11,0,17.6,LY,2021-08-07 15:03:11,clear sky
342,Aripuana,-9.1667,-60.6333,94.96,23,0,2.42,BR,2021-08-07 15:07:50,clear sky
343,Tiszaalpar,46.8128,19.9984,89.19,51,13,8.59,HU,2021-08-07 15:07:50,few clouds
344,Sabla,12.7525,4.7077,92.95,45,49,11.3,NG,2021-08-07 15:07:51,scattered clouds
345,Yulara,-25.2406,130.9889,51.64,40,0,8.05,AU,2021-08-07 15:07:51,clear sky
346,High Prairie,55.4334,-116.4858,54.52,76,92,11.61,CA,2021-08-07 15:05:00,overcast clouds
347,Udachnyy,66.4167,112.4,59.61,63,100,7.23,RU,2021-08-07 15:07:52,overcast clouds
348,Narsaq,60.9167,-46.05,53.82,69,100,0.67,GL,2021-08-07 15:07:52,overcast clouds
349,Porto Torres,40.835,8.3972,96.98,46,0,3.47,IT,2021-08-07 15:07:52,clear sky
350,Vestmanna,62.1564,-7.1664,65.32,52,40,20.71,FO,2021-08-07 15:07:53,scattered clouds
351,Yar-Sale,66.8333,70.8333,69.71,67,9,1.19,RU,2021-08-07 15:07:53,clear sky
352,Raychikhinsk,49.7838,129.4121,62.8,98,49,12.03,RU,2021-08-07 15:07:53,scattered clouds
353,Srednekolymsk,67.45,153.6833,43.09,73,91,6.85,RU,2021-08-07 15:07:54,overcast clouds
354,Lavrentiya,65.5833,-171.0,42.44,87,100,15.01,RU,2021-08-07 15:07:54,overcast clouds
355,Aklavik,68.2191,-135.0107,41.0,100,90,11.5,CA,2021-08-07 15:07:55,overcast clouds
356,Ayan,56.45,138.1667,51.93,77,4,5.95,RU,2021-08-07 15:07:55,clear sky
357,Saint Peter,13.25,-59.6167,84.76,68,51,13.0,BB,2021-08-07 15:05:26,broken clouds
358,Emerald,-23.5333,148.1667,52.25,49,0,11.25,AU,2021-08-07 15:07:55,clear sky
359,Weihe,32.9952,105.3247,64.89,96,46,1.83,CN,2021-08-07 15:07:56,moderate rain
360,Ode,7.7899,5.7117,71.37,94,100,4.38,NG,2021-08-07 15:07:56,light rain
361,Fukue,32.6881,128.8419,82.38,83,95,9.22,JP,2021-08-07 15:07:56,overcast clouds
362,Nola,40.922,14.5329,94.64,33,0,7.25,IT,2021-08-07 15:07:57,clear sky
363,Mandawar,29.5,78.1333,85.59,68,47,5.93,IN,2021-08-07 15:07:57,scattered clouds
364,Axim,4.8699,-2.2405,79.97,72,99,13.33,GH,2021-08-07 15:07:57,overcast clouds
365,Potchefstroom,-26.7167,27.1,70.38,10,0,5.75,ZA,2021-08-07 15:07:58,clear sky
366,Mortka,59.3322,66.0214,60.22,99,100,5.14,RU,2021-08-07 15:07:58,moderate rain
367,Alexandria,31.2156,29.9553,83.95,68,0,16.8,EG,2021-08-07 15:07:52,clear sky
368,Kawalu,-7.3817,108.2082,72.63,98,22,1.19,ID,2021-08-07 15:07:59,few clouds
369,Rincon,32.296,-81.2354,82.85,87,75,5.75,US,2021-08-07 15:07:59,broken clouds
370,Tommot,58.9564,126.2925,60.21,94,79,3.49,RU,2021-08-07 15:08:00,broken clouds
371,Mazyr,52.0495,29.2456,64.94,70,87,11.01,BY,2021-08-07 15:08:00,overcast clouds
372,Bandarbeyla,9.4942,50.8122,76.39,81,5,29.66,SO,2021-08-07 15:08:00,clear sky
373,Ilulissat,69.2167,-51.1,48.22,61,75,3.44,GL,2021-08-07 15:08:01,broken clouds
374,Merritt,50.1123,-120.7942,60.46,81,100,4.36,CA,2021-08-07 15:08:01,overcast clouds
375,Denpasar,-8.65,115.2167,80.26,89,40,11.5,ID,2021-08-07 15:05:08,scattered clouds
376,Maunabo,18.0072,-65.8993,89.65,76,5,11.3,PR,2021-08-07 15:08:02,clear sky
377,Sola,-13.8833,167.55,78.55,77,76,18.77,VU,2021-08-07 15:08:02,broken clouds
378,Cayenne,4.9333,-52.3333,87.84,76,75,5.01,GF,2021-08-07 15:08:02,broken clouds
379,Poum,-20.2333,164.0167,70.07,69,80,10.89,NC,2021-08-07 15:08:03,broken clouds
380,Pemangkat,1.1667,108.9667,81.95,80,96,4.76,ID,2021-08-07 15:08:03,heavy intensity rain
381,Alice Springs,-23.7,133.8833,40.55,48,0,3.44,AU,2021-08-07 15:08:03,clear sky
382,Odweyne,9.4092,45.064,87.44,30,38,17.67,SO,2021-08-07 15:08:04,scattered clouds
383,Agadir,30.4202,-9.5982,79.25,56,10,11.25,MA,2021-08-07 15:08:04,clear sky
384,Alofi,-19.0595,-169.9187,74.26,73,21,14.34,NU,2021-08-07 15:08:04,few clouds
385,Longuenesse,50.734,2.2352,67.48,70,77,20.47,FR,2021-08-07 15:08:05,broken clouds
386,Agirish,61.9247,63.0231,61.03,99,100,8.61,RU,2021-08-07 15:08:05,moderate rain
387,Upata,8.0086,-62.3989,83.19,71,44,2.19,VE,2021-08-07 15:08:06,scattered clouds
388,Svetlyy,54.675,20.1347,69.85,61,0,7.02,RU,2021-08-07 15:08:06,clear sky
389,Puerto Colombia,10.9878,-74.9547,86.09,67,59,5.73,CO,2021-08-07 15:08:06,broken clouds
390,North Bend,43.4065,-124.2243,64.94,100,90,3.44,US,2021-08-07 15:05:09,overcast clouds
391,Lyngseidet,69.5763,20.2189,69.89,66,82,2.86,NO,2021-08-07 15:08:07,broken clouds
392,Tarogong,-7.1902,107.8874,69.58,95,25,2.26,ID,2021-08-07 15:08:07,scattered clouds
393,Codrington,-38.2667,141.9667,47.66,83,90,5.59,AU,2021-08-07 15:08:07,overcast clouds
394,Vila Franca Do Campo,37.7167,-25.4333,75.61,59,98,11.61,PT,2021-08-07 15:08:08,overcast clouds
395,Verkh-Usugli,52.7,115.1667,56.62,98,100,2.73,RU,2021-08-07 15:08:08,moderate rain
396,Leua,48.2156,18.6071,86.5,35,74,8.72,SK,2021-08-07 15:08:08,broken clouds
397,Gorele,41.0308,39.0031,81.84,69,76,8.16,TR,2021-08-07 15:08:09,broken clouds
398,Sarh,9.1429,18.3923,79.43,84,91,6.87,TD,2021-08-07 15:08:09,light rain
399,Dvorichna,49.8496,37.6857,88.81,30,100,7.83,UA,2021-08-07 15:08:10,overcast clouds
400,Helong,42.5397,128.9972,63.79,94,61,3.87,CN,2021-08-07 15:08:10,broken clouds
401,Chany,55.3121,76.7647,63.57,82,98,5.91,RU,2021-08-07 15:08:10,overcast clouds
402,Mumbwa,-14.9783,27.0619,80.71,17,0,7.94,ZM,2021-08-07 15:08:11,clear sky
403,Pueblo Nuevo,23.3833,-105.3833,63.23,79,99,1.68,MX,2021-08-07 15:08:11,overcast clouds
404,Tres Picos,15.8667,-93.5333,79.93,82,99,1.77,MX,2021-08-07 15:08:11,overcast clouds
405,Mindelo,16.8901,-24.9804,75.52,76,95,15.88,CV,2021-08-07 15:08:12,overcast clouds
406,Nauta,-4.5061,-73.5757,90.14,42,0,2.28,PE,2021-08-07 15:08:12,clear sky
407,Aleppo,36.25,37.5,95.65,21,0,23.35,SY,2021-08-07 15:08:12,clear sky
408,Polyarnyy,69.1989,33.4478,72.07,49,10,6.58,RU,2021-08-07 15:08:13,clear sky
409,Benito Juarez,19.385,-99.165,62.94,77,90,5.75,MX,2021-08-07 15:08:13,overcast clouds
410,Saint-Georges,12.0564,-61.7485,85.68,70,40,14.97,GD,2021-08-07 15:08:14,scattered clouds
411,Alepe,5.5004,-3.6631,82.27,61,100,7.11,CI,2021-08-07 15:08:14,overcast clouds
412,Harper,4.375,-7.7169,80.76,68,77,9.8,LR,2021-08-07 15:08:14,broken clouds
413,Necochea,-38.5473,-58.7368,59.04,60,100,11.01,AR,2021-08-07 15:08:15,overcast clouds
414,Ouesso,1.6136,16.0517,76.71,83,95,2.35,CG,2021-08-07 15:08:15,overcast clouds
415,Naze,28.3667,129.4833,79.83,84,100,11.79,JP,2021-08-07 15:08:16,light rain
416,Muisne,0.6,-80.0333,76.33,77,100,9.62,EC,2021-08-07 15:08:16,overcast clouds
417,Bosaso,11.2842,49.1816,91.72,45,8,0.54,SO,2021-08-07 15:08:16,clear sky
418,Lorengau,-2.0226,147.2712,79.56,80,46,6.78,PG,2021-08-07 15:08:17,moderate rain
419,Holden,42.3518,-71.8634,84.6,71,1,1.01,US,2021-08-07 15:08:17,clear sky
420,Jiwani,25.05,61.7417,81.68,84,99,15.5,PK,2021-08-07 15:08:18,overcast clouds
421,Kunzelsau,49.2819,9.6889,63.64,88,75,5.75,DE,2021-08-07 15:08:18,moderate rain
422,Timizart,36.8,4.2667,95.31,26,11,8.28,DZ,2021-08-07 15:08:18,few clouds
423,Deputatskiy,69.3,139.9,44.4,81,22,2.13,RU,2021-08-07 15:08:19,few clouds
424,Nhamunda,-2.1861,-56.7131,93.54,40,17,4.03,BR,2021-08-07 15:08:19,few clouds
425,Komsomolskiy,40.4272,71.7189,92.12,24,74,6.91,UZ,2021-08-07 15:08:19,broken clouds
426,Bonthe,7.5264,-12.505,82.96,58,100,9.55,SL,2021-08-07 15:08:20,overcast clouds
427,Luangwa,-15.6167,30.4167,83.91,26,0,5.61,ZM,2021-08-07 15:08:20,clear sky
428,Forest Grove,45.5198,-123.1107,67.95,77,90,1.99,US,2021-08-07 15:08:21,overcast clouds
429,De-Kastri,51.4667,140.7833,53.83,85,100,12.53,RU,2021-08-07 15:08:21,overcast clouds
430,Fare,-16.7,-151.0167,77.81,71,67,8.41,PF,2021-08-07 15:08:21,broken clouds
431,Srikakulam,18.3,83.9,84.11,77,100,11.86,IN,2021-08-07 15:08:22,overcast clouds
432,Shitkino,56.3703,98.3543,65.26,58,59,1.7,RU,2021-08-07 15:08:22,broken clouds
433,Dano,11.15,-3.0667,85.51,59,91,9.64,BF,2021-08-07 15:08:22,overcast clouds
434,Walvis Bay,-22.9575,14.5053,59.09,46,1,11.52,NA,2021-08-07 15:08:24,clear sky
435,Chitungwiza,-18.0127,31.0756,75.45,13,0,10.78,ZW,2021-08-07 15:08:24,clear sky
436,Nazret,8.55,39.2667,69.6,69,92,4.59,ET,2021-08-07 15:08:24,light rain
437,Hofn,64.2539,-15.2082,54.59,88,100,9.4,IS,2021-08-07 15:08:25,heavy intensity rain
438,Madinat Sittah Uktubar,29.8167,31.05,100.0,14,0,19.37,EG,2021-08-07 15:08:25,clear sky
439,Nizhniy Lomov,53.5304,43.6766,80.58,43,4,7.76,RU,2021-08-07 15:08:25,clear sky
440,Buerarema,-14.9594,-39.2997,76.19,48,76,7.78,BR,2021-08-07 15:08:26,broken clouds
441,Faya,18.3851,42.4509,70.32,58,72,10.27,SA,2021-08-07 15:08:26,broken clouds
442,Preobrazheniye,42.9019,133.9064,69.28,96,51,12.64,RU,2021-08-07 15:08:26,broken clouds
443,Blackpool,53.8167,-3.05,64.89,77,20,16.11,GB,2021-08-07 15:08:27,few clouds
444,Mwinilunga,-11.7358,24.4293,82.53,12,1,7.76,ZM,2021-08-07 15:08:27,clear sky
445,Lumby,50.2498,-118.969,65.41,54,42,1.05,CA,2021-08-07 15:08:27,scattered clouds
446,Ormara,25.2088,64.6357,80.69,82,80,11.72,PK,2021-08-07 15:08:28,broken clouds
447,Fergus Falls,46.283,-96.0776,71.58,82,40,3.0,US,2021-08-07 15:08:28,scattered clouds
448,Ugoofaaru,5.6667,73.0,83.3,79,100,16.02,MV,2021-08-07 15:08:28,overcast clouds
449,Aloleng,16.1307,119.7824,82.02,85,99,16.35,PH,2021-08-07 15:08:29,overcast clouds
450,Warrington,53.3925,-2.5802,64.98,91,75,1.01,GB,2021-08-07 15:08:29,light rain
451,Skibbereen,51.55,-9.2667,62.4,71,16,24.81,IE,2021-08-07 15:08:29,few clouds
452,Atambua,-9.1061,124.8925,68.29,77,43,5.84,ID,2021-08-07 15:08:30,scattered clouds
453,Krasnoselkup,65.7,82.4667,70.38,56,17,6.46,RU,2021-08-07 15:08:30,few clouds
454,Uglegorsk,49.0833,142.0333,57.42,67,100,6.87,RU,2021-08-07 15:08:30,overcast clouds
455,Guerrero Negro,27.9769,-114.0611,72.93,75,3,6.93,MX,2021-08-07 15:08:31,clear sky
456,Bestobe,52.4994,73.0975,68.11,68,91,9.08,KZ,2021-08-07 15:08:31,moderate rain
457,Kudahuvadhoo,2.6708,72.8944,82.11,77,100,14.36,MV,2021-08-07 15:08:32,light rain
458,Gilgit,35.9221,74.3087,85.91,37,3,5.35,PK,2021-08-07 15:06:14,clear sky
459,San Pedro De Tutule,14.25,-87.85,69.1,63,92,4.25,HN,2021-08-07 15:08:32,overcast clouds
460,Ciudad Guayana,8.3533,-62.6528,86.52,69,47,2.66,VE,2021-08-07 15:08:32,scattered clouds
461,Coahuayana,18.7333,-103.6833,80.08,72,79,2.33,MX,2021-08-07 15:08:33,broken clouds
462,Mbeya,-8.9,33.45,69.39,44,47,6.67,TZ,2021-08-07 15:08:33,scattered clouds
463,Savannah Bight,16.45,-85.85,86.0,77,85,19.28,HN,2021-08-07 15:08:33,overcast clouds
464,Baracoa,20.3467,-74.4958,85.35,69,41,8.14,CU,2021-08-07 15:08:34,scattered clouds
465,Kupang,-10.1667,123.5833,75.83,67,11,13.13,ID,2021-08-07 15:08:34,few clouds
466,Zmeinogorsk,51.1567,82.195,63.66,60,10,6.58,RU,2021-08-07 15:08:35,clear sky
467,Manzhouli,49.6,117.4333,66.18,67,75,11.54,CN,2021-08-07 15:08:35,broken clouds
468,Buala,-8.145,159.5921,78.67,77,98,2.53,SB,2021-08-07 15:08:35,overcast clouds
469,Katherine,-14.4667,132.2667,61.12,36,73,5.75,AU,2021-08-07 15:08:36,broken clouds
470,Gradignan,44.7726,-0.6139,73.35,62,75,7.0,FR,2021-08-07 15:08:36,broken clouds
471,Svirstroy,60.7999,33.7248,59.61,97,100,13.56,RU,2021-08-07 15:08:36,overcast clouds
472,Nemuro,43.3236,145.575,69.13,96,2,5.75,JP,2021-08-07 15:08:37,clear sky
473,Naryan-Mar,67.6713,53.087,53.37,67,100,9.57,RU,2021-08-07 15:08:37,overcast clouds
474,Chirilagua,13.2203,-88.1386,82.15,60,42,3.36,SV,2021-08-07 15:08:37,scattered clouds
475,Cogoleto,44.3893,8.6429,85.59,89,40,17.27,IT,2021-08-07 15:08:38,scattered clouds
476,Ossora,59.2353,163.0719,54.19,68,100,6.02,RU,2021-08-07 15:08:38,overcast clouds
477,Roela,59.1667,26.5926,60.13,99,100,5.66,EE,2021-08-07 15:08:38,overcast clouds
478,Norrtalje,59.758,18.705,62.02,97,100,12.84,SE,2021-08-07 15:08:39,light rain
479,Port Blair,11.6667,92.75,82.53,82,99,15.7,IN,2021-08-07 15:08:39,overcast clouds
480,Bulgan,48.8125,103.5347,55.22,80,100,6.71,MN,2021-08-07 15:08:39,overcast clouds
481,Vestmannaeyjar,63.4427,-20.2734,56.39,82,75,9.22,IS,2021-08-07 15:08:40,broken clouds
482,Kyra,49.5776,111.9753,55.53,92,53,3.51,RU,2021-08-07 15:08:40,broken clouds
483,Zavyalovo,54.5053,82.4484,67.82,87,27,5.79,RU,2021-08-07 15:08:40,scattered clouds
484,Catamarca,-28.4696,-65.7852,79.59,49,11,5.99,AR,2021-08-07 15:08:41,few clouds
485,Porangatu,-13.4408,-49.1486,86.16,29,100,8.12,BR,2021-08-07 15:08:41,overcast clouds
486,Pochutla,15.7432,-96.4661,79.65,74,100,3.27,MX,2021-08-07 15:08:42,overcast clouds
487,Tokmak,47.2514,35.7058,93.22,37,92,2.68,UA,2021-08-07 15:08:42,overcast clouds
488,Kirakira,-10.4544,161.9205,77.02,83,100,6.93,SB,2021-08-07 15:08:42,overcast clouds
489,Breyten,-26.3018,29.987,63.19,11,0,4.79,ZA,2021-08-07 15:08:43,clear sky
490,Clinton,42.587,-82.9199,78.76,77,75,1.01,US,2021-08-07 15:08:43,broken clouds
491,Yelniki,54.6207,43.876,81.63,42,43,7.61,RU,2021-08-07 15:08:43,scattered clouds
492,Rampur,28.8167,79.0333,85.12,72,84,6.35,IN,2021-08-07 15:08:44,broken clouds
493,Megion,61.0296,76.1136,68.02,66,46,6.17,RU,2021-08-07 15:08:44,scattered clouds
494,Moranbah,-22.0016,148.0466,53.96,76,0,6.85,AU,2021-08-07 15:08:45,clear sky
495,Uyuni,-20.4597,-66.825,48.47,12,3,7.49,BO,2021-08-07 15:08:45,clear sky
496,Ust-Ordynskiy,52.805,104.7508,62.44,88,64,5.3,RU,2021-08-07 15:08:45,broken clouds
497,Makakilo City,21.3469,-158.0858,75.52,68,1,4.61,US,2021-08-07 15:08:46,clear sky
498,Bocas Del Toro,9.3333,-82.25,86.07,83,95,5.61,PA,2021-08-07 15:08:46,overcast clouds
499,Porto Novo,6.4965,2.6036,83.21,69,99,10.87,BJ,2021-08-07 15:04:31,light rain
500,Zhuanghe,39.7008,122.9911,73.35,86,36,3.62,CN,2021-08-07 15:08:46,light rain
501,Mach,29.8637,67.3298,92.5,32,1,6.26,PK,2021-08-07 15:08:47,clear sky
502,Lewistown,40.5992,-77.5714,84.87,68,1,0.0,US,2021-08-07 15:08:47,clear sky
503,Wahpeton,46.2652,-96.6059,74.77,68,100,16.53,US,2021-08-07 15:07:07,overcast clouds
504,Luanda,-8.8368,13.2343,75.2,78,0,9.22,AO,2021-08-07 15:08:48,clear sky
505,Tobermory,45.2501,-81.6665,71.31,89,62,2.3,CA,2021-08-07 15:08:48,broken clouds
506,Tuatapere,-46.1333,167.6833,35.82,94,100,1.36,NZ,2021-08-07 15:08:48,overcast clouds
507,Shalakusha,62.2247,40.2539,64.33,54,100,7.23,RU,2021-08-07 15:08:49,overcast clouds
508,Yerbogachen,61.2767,108.0108,54.19,62,96,5.35,RU,2021-08-07 15:08:49,overcast clouds
509,Broken Hill,-31.95,141.4333,48.04,70,0,8.52,AU,2021-08-07 15:08:49,clear sky
510,Kembe,4.6228,21.8865,72.39,92,100,2.53,CF,2021-08-07 15:08:50,overcast clouds
511,Gombe,10.2897,11.1673,77.86,78,100,6.93,NG,2021-08-07 15:08:50,overcast clouds
512,Slave Lake,55.2834,-114.769,49.98,81,90,6.91,CA,2021-08-07 15:08:50,moderate rain
513,Airai,-8.9266,125.4092,53.83,82,31,2.82,TL,2021-08-07 15:08:51,scattered clouds
514,Nioro,13.35,-15.75,85.06,67,88,8.55,GM,2021-08-07 15:08:51,overcast clouds
515,Flinders,-34.5833,150.8552,54.21,75,99,1.99,AU,2021-08-07 15:08:51,overcast clouds
516,Broome,42.2506,-75.833,82.69,77,1,1.99,US,2021-08-07 15:08:52,clear sky
517,Richards Bay,-28.783,32.0377,67.21,67,1,6.31,ZA,2021-08-07 15:08:52,clear sky
518,Svetlaya,46.5389,138.3297,60.76,96,100,20.8,RU,2021-08-07 15:08:53,light rain
519,Adre,13.4667,22.2,83.37,52,75,8.1,TD,2021-08-07 15:08:53,broken clouds
520,Forestville,38.8451,-76.875,81.45,83,75,6.91,US,2021-08-07 15:04:36,broken clouds
521,Bundaberg,-24.85,152.35,54.21,90,1,1.01,AU,2021-08-07 15:08:54,clear sky
522,Anamur,36.0751,32.8369,87.82,66,0,9.31,TR,2021-08-07 15:08:54,clear sky
523,Gat,31.61,34.7642,96.4,47,0,7.36,IL,2021-08-07 15:08:03,clear sky
524,Atakpame,7.5333,1.1333,81.05,69,99,8.1,TG,2021-08-07 15:08:54,light rain
525,Changli,39.7042,119.1506,72.84,88,0,2.59,CN,2021-08-07 15:08:55,light rain
526,Paamiut,61.994,-49.6678,42.55,93,100,8.97,GL,2021-08-07 15:08:55,moderate rain
527,Camacari,-12.6975,-38.3242,71.37,87,98,11.5,BR,2021-08-07 15:08:56,overcast clouds
528,Lasa,46.6166,10.7002,72.7,79,100,7.25,IT,2021-08-07 15:08:56,overcast clouds
529,Toora-Khem,52.4675,96.11,54.84,95,100,3.71,RU,2021-08-07 15:08:56,light rain
530,Saint-Pierre,-21.3393,55.4781,71.28,72,90,3.44,RE,2021-08-07 15:08:57,overcast clouds
